-5.00000,-20.00000
-4.99000,-19.96000
-4.98000,-19.92000
-4.97000,-19.88000
-4.96000,-19.84000
-4.95000,-19.80000
-4.94000,-19.76000
-4.93000,-19.72000
-4.92000,-19.68000
-4.91000,-19.64000
-4.90000,-19.60000
-4.89000,-19.56000
-4.88000,-19.52000
-4.87000,-19.48000
-4.86000,-19.44000
-4.85000,-19.40000
-4.84000,-19.36000
-4.83000,-19.32000
-4.82000,-19.28000
-4.81000,-19.24000
-4.80000,-19.20000
-4.79000,-19.16000
-4.78000,-19.12000
-4.77000,-19.08000
-4.76000,-19.04000
-4.75000,-19.00000
-4.74000,-18.96000
-4.73000,-18.92000
-4.72000,-18.88000
-4.71000,-18.84000
-4.70000,-18.80000
-4.69000,-18.76000
-4.68000,-18.72000
-4.67000,-18.68000
-4.66000,-18.64000
-4.65000,-18.60000
-4.64000,-18.56000
-4.63000,-18.52000
-4.62000,-18.48000
-4.61000,-18.44000
-4.60000,-18.40000
-4.59000,-18.36000
-4.58000,-18.32000
-4.57000,-18.28000
-4.56000,-18.24000
-4.55000,-18.20000
-4.54000,-18.16000
-4.53000,-18.12000
-4.52000,-18.08000
-4.51000,-18.04000
-4.50000,-18.00000
-4.49000,-17.96000
-4.48000,-17.92000
-4.47000,-17.88000
-4.46000,-17.84000
-4.45000,-17.80000
-4.44000,-17.76000
-4.43000,-17.72000
-4.42000,-17.68000
-4.41000,-17.64000
-4.40000,-17.60000
-4.39000,-17.56000
-4.38000,-17.52000
-4.37000,-17.48000
-4.36000,-17.44000
-4.35000,-17.40000
-4.34000,-17.36000
-4.33000,-17.32000
-4.32000,-17.28000
-4.31000,-17.24000
-4.30000,-17.20000
-4.29000,-17.16000
-4.28000,-17.12000
-4.27000,-17.08000
-4.26000,-17.04000
-4.25000,-17.00000
-4.24000,-16.96000
-4.23000,-16.92000
-4.22000,-16.88000
-4.21000,-16.84000
-4.20000,-16.80000
-4.19000,-16.76000
-4.18000,-16.72000
-4.17000,-16.68000
-4.16000,-16.64000
-4.15000,-16.60000
-4.14000,-16.56000
-4.13000,-16.52000
-4.12000,-16.48000
-4.11000,-16.44000
-4.10000,-16.40000
-4.09000,-16.36000
-4.08000,-16.32000
-4.07000,-16.28000
-4.06000,-16.24000
-4.05000,-16.20000
-4.04000,-16.16000
-4.03000,-16.12000
-4.02000,-16.08000
-4.01000,-16.04000
-4.00000,-16.00000
-3.99000,-15.96000
-3.98000,-15.92000
-3.97000,-15.88000
-3.96000,-15.84000
-3.95000,-15.80000
-3.94000,-15.76000
-3.93000,-15.72000
-3.92000,-15.68000
-3.91000,-15.64000
-3.90000,-15.60000
-3.89000,-15.56000
-3.88000,-15.52000
-3.87000,-15.48000
-3.86000,-15.44000
-3.85000,-15.40000
-3.84000,-15.36000
-3.83000,-15.32000
-3.82000,-15.28000
-3.81000,-15.24000
-3.80000,-15.20000
-3.79000,-15.16000
-3.78000,-15.12000
-3.77000,-15.08000
-3.76000,-15.04000
-3.75000,-15.00000
-3.74000,-14.96000
-3.73000,-14.92000
-3.72000,-14.88000
-3.71000,-14.84000
-3.70000,-14.80000
-3.69000,-14.76000
-3.68000,-14.72000
-3.67000,-14.68000
-3.66000,-14.64000
-3.65000,-14.60000
-3.64000,-14.56000
-3.63000,-14.52000
-3.62000,-14.48000
-3.61000,-14.44000
-3.60000,-14.40000
-3.59000,-14.36000
-3.58000,-14.32000
-3.57000,-14.28000
-3.56000,-14.24000
-3.55000,-14.20000
-3.54000,-14.16000
-3.53000,-14.12000
-3.52000,-14.08000
-3.51000,-14.04000
-3.50000,-14.00000
-3.49000,-13.96000
-3.48000,-13.92000
-3.47000,-13.88000
-3.46000,-13.84000
-3.45000,-13.80000
-3.44000,-13.76000
-3.43000,-13.72000
-3.42000,-13.68000
-3.41000,-13.64000
-3.40000,-13.60000
-3.39000,-13.56000
-3.38000,-13.52000
-3.37000,-13.48000
-3.36000,-13.44000
-3.35000,-13.40000
-3.34000,-13.36000
-3.33000,-13.32000
-3.32000,-13.28000
-3.31000,-13.24000
-3.30000,-13.20000
-3.29000,-13.16000
-3.28000,-13.12000
-3.27000,-13.08000
-3.26000,-13.04000
-3.25000,-13.00000
-3.24000,-12.96000
-3.23000,-12.92000
-3.22000,-12.88000
-3.21000,-12.84000
-3.20000,-12.80000
-3.19000,-12.76000
-3.18000,-12.72000
-3.17000,-12.68000
-3.16000,-12.64000
-3.15000,-12.60000
-3.14000,-12.56000
-3.13000,-12.52000
-3.12000,-12.48000
-3.11000,-12.44000
-3.10000,-12.40000
-3.09000,-12.36000
-3.08000,-12.32000
-3.07000,-12.28000
-3.06000,-12.24000
-3.05000,-12.20000
-3.04000,-12.16000
-3.03000,-12.12000
-3.02000,-12.08000
-3.01000,-12.04000
-3.00000,-12.00000
-2.99000,-11.96000
-2.98000,-11.92000
-2.97000,-11.88000
-2.96000,-11.84000
-2.95000,-11.80000
-2.94000,-11.76000
-2.93000,-11.72000
-2.92000,-11.68000
-2.91000,-11.64000
-2.90000,-11.60000
-2.89000,-11.56000
-2.88000,-11.52000
-2.87000,-11.48000
-2.86000,-11.44000
-2.85000,-11.40000
-2.84000,-11.36000
-2.83000,-11.32000
-2.82000,-11.28000
-2.81000,-11.24000
-2.80000,-11.20000
-2.79000,-11.16000
-2.78000,-11.12000
-2.77000,-11.08000
-2.76000,-11.04000
-2.75000,-11.00000
-2.74000,-10.96000
-2.73000,-10.92000
-2.72000,-10.88000
-2.71000,-10.84000
-2.70000,-10.80000
-2.69000,-10.76000
-2.68000,-10.72000
-2.67000,-10.68000
-2.66000,-10.64000
-2.65000,-10.60000
-2.64000,-10.56000
-2.63000,-10.52000
-2.62000,-10.48000
-2.61000,-10.44000
-2.60000,-10.40000
-2.59000,-10.36000
-2.58000,-10.32000
-2.57000,-10.28000
-2.56000,-10.24000
-2.55000,-10.20000
-2.54000,-10.16000
-2.53000,-10.12000
-2.52000,-10.08000
-2.51000,-10.04000
-2.50000,-10.00000
-2.49000,-9.96000
-2.48000,-9.92000
-2.47000,-9.88000
-2.46000,-9.84000
-2.45000,-9.80000
-2.44000,-9.76000
-2.43000,-9.72000
-2.42000,-9.68000
-2.41000,-9.64000
-2.40000,-9.60000
-2.39000,-9.56000
-2.38000,-9.52000
-2.37000,-9.48000
-2.36000,-9.44000
-2.35000,-9.40000
-2.34000,-9.36000
-2.33000,-9.32000
-2.32000,-9.28000
-2.31000,-9.24000
-2.30000,-9.20000
-2.29000,-9.16000
-2.28000,-9.12000
-2.27000,-9.08000
-2.26000,-9.04000
-2.25000,-9.00000
-2.24000,-8.96000
-2.23000,-8.92000
-2.22000,-8.88000
-2.21000,-8.84000
-2.20000,-8.80000
-2.19000,-8.76000
-2.18000,-8.72000
-2.17000,-8.68000
-2.16000,-8.64000
-2.15000,-8.60000
-2.14000,-8.56000
-2.13000,-8.52000
-2.12000,-8.48000
-2.11000,-8.44000
-2.10000,-8.40000
-2.09000,-8.36000
-2.08000,-8.32000
-2.07000,-8.28000
-2.06000,-8.24000
-2.05000,-8.20000
-2.04000,-8.16000
-2.03000,-8.12000
-2.02000,-8.08000
-2.01000,-8.04000
-2.00000,-8.00000
-1.99000,-7.96000
-1.98000,-7.92000
-1.97000,-7.88000
-1.96000,-7.84000
-1.95000,-7.80000
